ID,Gender,Occupation,CompanySize,HouseHold,Experience,Transportation,Remote,RecommendRemote,RemotePreffered,Productivity,Age,Sector,CompanyAllowChoice,CompanyCommonRemote,CompanySupportRemote,WorkingHoursDiff,PersonalHoursDiff,DomesticHoursDiff,CommuteHoursDiff,BiggestChallenge,BiggestBenefit
536,Female,Manager,20-199,Couple,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,20,Tertiary quinary,hard to say,hard to say,yes,-87.5,-93.75,-83.33,-83.33,Technical,Work-life balance
537,Male,Other,200+,Couple,More than 5 years,Metro,Almost onsite,hard to say,Almost onsite,Dropped,37,Tertiary quinary,no,no,no,-50,66.67,0,0,Company's policy,Less expenses
538,Male,Other,20-199,Couple,More than 5 years,Regional,Almost onsite,yes,Hybrid,Same level,62,Secondary,hard to say,hard to say,hard to say,0,-75,-99.75,-99.75,Technical,Job satisfaction
539,Female,Manager,200+,Couple,More than 5 years,Regional,Remote,hard to say,Hybrid,Same level,47,Tertiary quinary,no,yes,no,0,0,0,0,Motivation,Work-life balance
541,Male,Manager,1-19,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Almost onsite,Increased,40,Tertiary quaternary,hard to say,yes,no,5.88,0,0,0,Self management,Work-life balance
542,Male,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,47,Secondary,yes,hard to say,hard to say,-66.67,100,-33.33,-33.33,Technical,Work-life balance
543,Male,Other,200+,Couple+children,More than 5 years,Metro,Remote,hard to say,Onsite,Same level,60,Secondary,no,hard to say,no,-66.67,100,100,100,Impossible tasks,Work-life balance
544,Male,Professional,200+,Couple,Between 6 and 12 months,Regional,Hybrid,hard to say,Almost onsite,Dropped,26,Secondary,no,hard to say,no,0,0,0,0,Motivation,Job satisfaction
545,Female,Professional,200+,Couple+children,More than 5 years,Metro,Almost onsite,yes,Onsite,Increased,57,Tertiary quinary,no,hard to say,no,5.26,100,100,100,Collaboration,Work-life balance
546,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,42,Tertiary quaternary,yes,yes,yes,0,100,0,0,Technical,Job satisfaction
547,Male,Professional,200+,Couple+children,More than 5 years,Regional,Almost onsite,hard to say,Hybrid,Dropped,47,Tertiary quinary,yes,yes,hard to say,17.65,-33.33,25,25,Technical,Professional
548,Female,Clerk,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Increased,46,Tertiary quinary,yes,yes,yes,28.57,0,0,0,Caring,Work-life balance
549,Female,Professional,20-199,Couple,More than 5 years,Metro,Hybrid,no,Hybrid,Increased,32,Tertiary quaternary,yes,yes,yes,0,0,0,0,Motivation,Professional
550,Female,Clerk,200+,Other,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,28,Tertiary quinary,no,yes,no,0,33.33,-50,-50,Collaboration,Work-life balance
551,Male,Professional,200+,Couple,More than 5 years,Regional,Almost onsite,yes,Hybrid,Increased,60,Secondary,no,hard to say,hard to say,6.67,0,0,0,Self management,Mental wellbeing
552,Female,Professional,200+,Couple,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Same level,61,Tertiary quinary,yes,yes,yes,0,100,0,0,Collaboration,Work-life balance
553,Male,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,60,Tertiary quinary,hard to say,yes,no,0,25,0,0,Technical,Professional
554,Female,Professional,1-19,Couple,More than 5 years,Regional,Hybrid,hard to say,Almost onsite,Same level,52,Tertiary quinary,hard to say,yes,hard to say,-75,66.67,0,0,Technical,Less expenses
555,Male,Professional,200+,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Dropped,53,Tertiary quinary,no,no,no,-40,16.669999999999998,0,0,Impossible tasks,Less expenses
556,Female,Professional,20-199,Other,More than 5 years,Metro,Remote,yes,Hybrid,Same level,25,Tertiary quaternary,yes,yes,yes,100,100,100,100,Motivation,Professional
557,Female,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Dropped,40,Tertiary quaternary,no,no,no,25,0,0,0,Company's policy,Work-life balance
558,Male,Manager,1-19,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,56,Tertiary quaternary,yes,yes,yes,0,0,100,100,Collaboration,Work-life balance
559,Male,Clerk,20-199,Single,More than 5 years,Metro,Remote,yes,Hybrid,Same level,50,Tertiary quaternary,yes,yes,yes,0,100,0,0,Technical,Professional
560,Female,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,56,Tertiary quaternary,yes,yes,yes,0,33.33,50,50,Collaboration,Professional
561,Male,Clerk,200+,Couple,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Same level,36,Tertiary quaternary,yes,yes,yes,0,50,0,0,Technical,Work-life balance
562,Male,Manager,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,44,Tertiary quaternary,yes,yes,yes,-5.88,33.33,0,0,Isolation,Professional
564,Female,Professional,200+,Other,More than 5 years,Metro,Remote,yes,Hybrid,Dropped,34,Tertiary quaternary,yes,yes,yes,0,20,10,10,Technical,Professional
565,Male,Professional,200+,Couple,More than 5 years,Metro,Hybrid,yes,Almost onsite,Increased,45,Tertiary quinary,no,yes,no,0,66.67,0,0,Motivation,Professional
566,Male,Manager,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,31,Tertiary quinary,yes,yes,yes,14.29,0,0,0,Isolation,Professional
567,Female,Manager,200+,Other,More than 5 years,Metro,Remote,yes,Hybrid,Increased,41,Secondary,no,no,no,42.86,0,-50,-50,Company's policy,Relationships
569,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,38,Tertiary quaternary,yes,yes,yes,25,50,0,0,Collaboration,Professional
570,Female,Professional,200+,Couple+children,More than 5 years,Regional,Remote,hard to say,Hybrid,Increased,45,Secondary,yes,yes,yes,0,100,100,100,Working conditions,Professional
571,Male,Professional,200+,Couple,Between 6 and 12 months,Metro,Remote,hard to say,Hybrid,Same level,55,Tertiary quaternary,yes,yes,yes,6.67,0,100,100,Collaboration,Professional
573,Female,Professional,20-199,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,56,Tertiary quaternary,no,yes,no,25,0,0,0,Self management,Professional
574,Female,Professional,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,33,Tertiary quinary,yes,yes,yes,0,40,0,0,Working conditions,Professional
575,Male,Other,200+,Couple,More than 5 years,Metro,Almost onsite,no,Almost onsite,Same level,50,Tertiary quinary,yes,yes,yes,0,0,0,0,Isolation,Professional
576,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,42,Tertiary quinary,yes,yes,yes,60,100,100,100,Self management,Work-life balance
577,Male,Manager,200+,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Same level,56,Tertiary quinary,no,no,no,0,0,-50,-50,Self management,Professional
578,Female,Clerk,200+,Other,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Same level,32,Tertiary quinary,hard to say,yes,hard to say,0,50,0,0,Technical,Work-life balance
579,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Same level,46,Tertiary quaternary,yes,yes,yes,22.220000000000002,60,0,0,Collaboration,Professional
580,Female,Manager,1-19,Couple,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Increased,38,Tertiary quaternary,yes,yes,yes,0,100,100,100,Collaboration,Work-life balance
582,Female,Manager,200+,Couple+children,More than 5 years,Regional,Almost onsite,yes,Almost onsite,Dropped,46,Primary and Other,yes,yes,yes,0,0,0,0,Collaboration,Less expenses
585,Female,Professional,20-199,Single,Between 1 and 5 years,Metro,Remote,yes,Remote,Same level,39,Tertiary quaternary,yes,yes,yes,20,0,0,0,Working conditions,Work-life balance
587,Female,Clerk,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Onsite,Dropped,46,Tertiary quaternary,yes,no,yes,0,0,0,0,Caring,Professional
590,Female,Clerk,1-19,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Same level,49,Secondary,yes,no,yes,0,0,0,0,Isolation,Work-life balance
591,Male,Professional,20-199,Couple,Between 1 and 5 years,Regional,Almost onsite,yes,Almost onsite,Same level,63,Tertiary quinary,yes,yes,yes,0,0,0,0,Motivation,Job satisfaction
592,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,46,Tertiary quaternary,no,yes,no,12.5,50,0,0,Isolation,Less expenses
593,Female,Clerk,1-19,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,32,Tertiary quinary,yes,yes,yes,0,16.669999999999998,0,0,Self management,Work-life balance
594,Male,Other,200+,Couple+children,More than 5 years,Regional,Almost onsite,no,Onsite,Increased,55,Secondary,hard to say,yes,yes,0,100,0,0,Technical,Professional
596,Female,Clerk,20-199,Couple,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Dropped,30,Tertiary quinary,yes,yes,yes,0,25,0,0,Collaboration,Work-life balance
597,Male,Professional,200+,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,30,Tertiary quaternary,yes,yes,yes,0,83.33,0,0,Technical,Work-life balance
598,Male,Professional,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,43,Secondary,yes,yes,yes,0,0,0,0,Isolation,Work-life balance
599,Female,Clerk,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,50,Primary and Other,yes,yes,yes,0,25,-40,-40,Collaboration,Work-life balance
600,Female,Clerk,20-199,Couple+children,Between 1 and 5 years,Regional,Remote,yes,Onsite,Dropped,42,Tertiary quinary,no,yes,no,0,66.67,-16.669999999999998,-16.669999999999998,Isolation,Professional
601,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Regional,Remote,yes,Remote,Increased,51,Tertiary quinary,yes,hard to say,yes,6.25,0,0,0,Technical,Work-life balance
602,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,34,Tertiary quaternary,yes,yes,yes,14.29,50,100,100,Self management,Relationships
603,Male,Manager,200+,Couple+children,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Increased,46,Tertiary quaternary,yes,yes,yes,33.33,0,0,0,Collaboration,Work-life balance
605,Male,Manager,200+,Couple,More than 5 years,Metro,Hybrid,no,Onsite,Same level,31,Secondary,yes,yes,yes,0,50,0,0,Collaboration,Professional
606,Female,Clerk,20-199,Single,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,58,Tertiary quinary,hard to say,no,hard to say,14.29,0,0,0,Self management,Professional
607,Male,Manager,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,56,Secondary,yes,yes,yes,0,0,0,0,Isolation,Work-life balance
608,Female,Professional,20-199,Couple,Between 1 and 5 years,Regional,Hybrid,hard to say,Onsite,Same level,30,Tertiary quinary,no,yes,yes,0,40,50,50,Motivation,Professional
609,Male,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,44,Tertiary quaternary,yes,yes,yes,17.65,75,100,100,Collaboration,Work-life balance
610,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,51,Tertiary quaternary,hard to say,yes,hard to say,25,0,0,0,Self management,Professional
612,Male,Manager,200+,Couple,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,44,Tertiary quinary,yes,yes,yes,6.25,0,0,0,Working conditions,Professional
613,Female,Manager,20-199,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,39,Primary and Other,hard to say,hard to say,hard to say,0,0,0,0,Technical,Work-life balance
614,Male,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,43,Tertiary quaternary,yes,yes,yes,17.65,50,0,0,Technical,Work-life balance
615,Male,Manager,200+,Couple,More than 5 years,Metro,Almost onsite,yes,Hybrid,Increased,34,Tertiary quinary,no,yes,no,5.56,9.09,0,0,Company's policy,Job satisfaction
616,Male,Manager,200+,Couple+children,More than 5 years,Metro,Almost onsite,yes,Hybrid,Increased,44,Tertiary quinary,no,no,no,-15.790000000000001,14.29,42.86,42.86,Impossible tasks,Work-life balance
617,Female,Professional,20-199,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,33,Tertiary quaternary,hard to say,yes,hard to say,0,100,100,100,Company's policy,Less expenses
618,Male,Professional,20-199,Couple,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Increased,32,Tertiary quaternary,hard to say,yes,hard to say,-5.56,0,50,50,Self management,Less expenses
619,Male,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Almost onsite,yes,Hybrid,Dropped,40,Tertiary quinary,hard to say,yes,no,0,66.67,-33.33,-33.33,Collaboration,Work-life balance
620,Male,Professional,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,30,Tertiary quaternary,yes,yes,hard to say,0,25,0,0,Collaboration,Professional
621,Male,Manager,20-199,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,42,Tertiary quinary,yes,yes,yes,0,100,-50,-50,Caring,Less expenses
622,Male,Professional,1-19,Couple,More than 5 years,Regional,Hybrid,no,Hybrid,Increased,59,Tertiary quaternary,yes,hard to say,hard to say,12.5,100,100,100,Motivation,Professional
623,Male,Professional,20-199,Couple,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Same level,56,Tertiary quaternary,yes,yes,yes,0,20,0,0,Collaboration,Work-life balance
624,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,63,Tertiary quaternary,yes,yes,yes,33.33,-50,0,0,Isolation,Professional
625,Female,Manager,20-199,Single,More than 5 years,Regional,Almost onsite,yes,Hybrid,Increased,28,Primary and Other,no,no,no,0,0,0,0,Motivation,Professional
626,Female,Clerk,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,44,Tertiary quinary,hard to say,yes,hard to say,42.86,-9.09,50,50,Technical,Less expenses
627,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,44,Secondary,yes,yes,yes,0,0,0,0,Isolation,Less expenses
628,Female,Professional,20-199,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,42,Tertiary quinary,yes,yes,hard to say,0,-12.5,25,25,Technical,Professional
630,Female,Professional,20-199,Couple+children,More than 5 years,Metro,Almost onsite,yes,Onsite,Increased,49,Tertiary quinary,no,no,no,14.29,100,0,0,Impossible tasks,Work-life balance
631,Female,Manager,200+,Other,More than 5 years,Metro,Hybrid,no,Almost onsite,Dropped,51,Tertiary quinary,yes,yes,hard to say,22.220000000000002,33.33,0,0,Technical,Less expenses
634,Female,Clerk,200+,Single,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Increased,37,Tertiary quinary,yes,yes,yes,-14.29,100,100,100,Technical,Mental wellbeing
635,Male,Other,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,no,Onsite,Dropped,63,Secondary,no,no,no,-12.5,0,0,0,Caring,Relationships
636,Male,Other,1-19,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,31,Tertiary quinary,yes,yes,yes,12.5,50,0,0,Motivation,Work-life balance
637,Female,Clerk,20-199,Couple,More than 5 years,Regional,Hybrid,yes,Almost onsite,Increased,62,Tertiary quinary,hard to say,yes,hard to say,0,0,25,25,Collaboration,Professional
638,Female,Manager,20-199,Couple,Between 1 and 5 years,Metro,Almost onsite,yes,Almost onsite,Increased,32,Tertiary quinary,yes,yes,yes,0,0,100,100,Collaboration,Less expenses
639,Male,Other,200+,Couple,More than 5 years,Metro,Remote,yes,Remote,Same level,63,Tertiary quaternary,yes,yes,yes,0,0,0,0,Technical,Professional
640,Male,Professional,1-19,Couple,Between 6 and 12 months,Regional,Remote,yes,Hybrid,Same level,59,Tertiary quaternary,yes,yes,yes,0,0,0,0,Collaboration,Work-life balance
641,Male,Professional,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,48,Tertiary quaternary,yes,yes,no,7.140000000000001,25,0,0,Isolation,Relationships
642,Male,Professional,200+,Couple,More than 5 years,Regional,Remote,yes,Remote,Increased,64,Tertiary quaternary,yes,yes,yes,0,0,0,0,Technical,Work-life balance
643,Male,Manager,1-19,Couple,More than 5 years,Metro,Remote,hard to say,Hybrid,Same level,53,Tertiary quaternary,yes,yes,hard to say,-25,100,100,100,Isolation,Work-life balance
645,Male,Professional,1-19,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,41,Tertiary quinary,yes,hard to say,hard to say,28.57,0,100,100,Technical,Mental wellbeing
646,Male,Other,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,33,Tertiary quinary,hard to say,hard to say,hard to say,0,0,0,0,Collaboration,Professional
647,Female,Manager,1-19,Couple,More than 5 years,Metro,Remote,yes,Remote,Same level,55,Tertiary quinary,yes,yes,yes,0,0,0,0,Technical,Job satisfaction
648,Female,Clerk,200+,Couple,More than 5 years,Metro,Almost onsite,yes,Onsite,Dropped,54,Tertiary quinary,no,no,no,0,40,0,0,Isolation,Work-life balance
649,Female,Other,200+,Couple,More than 5 years,Metro,Almost onsite,yes,Hybrid,Increased,58,Tertiary quinary,hard to say,yes,hard to say,0,50,0,0,Technical,Mental wellbeing
650,Female,Professional,1-19,Single,More than 5 years,Metro,Remote,yes,Remote,Same level,50,Tertiary quinary,hard to say,yes,hard to say,0,0,0,0,Working conditions,Work-life balance
651,Male,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,30,Tertiary quinary,hard to say,yes,hard to say,0,0,0,0,Motivation,Relationships
652,Male,Manager,20-199,Single,Between 1 and 5 years,Metro,Hybrid,hard to say,Onsite,Same level,48,Tertiary quaternary,yes,yes,yes,12.5,-99.67,-99,-99,Technical,Professional
653,Male,Professional,200+,Single,Between 1 and 5 years,Regional,Remote,yes,Remote,Increased,39,Tertiary quinary,yes,yes,yes,6.67,100,0,0,Technical,Work-life balance
655,Male,Manager,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Same level,35,Tertiary quaternary,yes,yes,yes,10,100,-50,-50,Caring,Work-life balance
656,Male,Other,20-199,Single,More than 5 years,Metro,Hybrid,yes,Remote,Increased,39,Tertiary quaternary,yes,yes,hard to say,40,100,100,100,Isolation,Less expenses
657,Female,Professional,200+,Couple,More than 5 years,Regional,Almost onsite,hard to say,Hybrid,Increased,60,Tertiary quinary,no,hard to say,hard to say,0,0,0,0,Isolation,Work-life balance
659,Female,Professional,200+,Couple,Between 1 and 5 years,Regional,Almost onsite,yes,Hybrid,Same level,34,Tertiary quinary,hard to say,yes,hard to say,25,0,100,100,Collaboration,Relationships
660,Female,Clerk,200+,Couple,More than 5 years,Metro,Almost onsite,yes,Hybrid,Increased,54,Tertiary quinary,yes,yes,yes,0,-50,100,100,Technical,Professional
661,Male,Manager,200+,Single,Between 1 and 5 years,Metro,Hybrid,no,Hybrid,Increased,54,Tertiary quaternary,yes,yes,hard to say,22.220000000000002,0,0,0,Collaboration,Work-life balance
662,Male,Professional,20-199,Single,Between 1 and 5 years,Regional,Hybrid,yes,Almost onsite,Dropped,60,Tertiary quinary,no,hard to say,no,-33.33,100,50,50,Collaboration,Job satisfaction
663,Female,Other,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,50,Tertiary quaternary,yes,yes,yes,0,100,0,0,Technical,Professional
664,Male,Manager,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,36,Tertiary quinary,yes,yes,yes,0,16.669999999999998,0,0,Collaboration,Job satisfaction
665,Female,Manager,20-199,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Same level,35,Tertiary quinary,yes,yes,yes,20,-10,-33.33,-33.33,Collaboration,Work-life balance
